종목코드,종목명,날짜,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드
A049480,오픈베이스,20220805,-38042,38933,0,0,0,0,0,0,0,0,-891,0
A049480,오픈베이스,20220804,-65832,66130,0,0,0,0,0,0,0,0,-298,0
A049480,오픈베이스,20220809,-32200,32885,0,0,0,0,0,0,0,0,-685,0
A049480,오픈베이스,20220808,-20319,21867,0,0,0,0,0,0,0,0,-1548,0
A049480,오픈베이스,20220811,-33053,32842,0,0,0,0,0,0,0,0,211,0
A049480,오픈베이스,20220810,56405,-56621,0,0,0,0,0,0,0,0,216,0
A049480,오픈베이스,20220812,-69602,69363,0,0,0,0,0,0,0,1,238,0
A049480,오픈베이스,20220817,-405,218,0,0,0,0,0,0,0,-4,191,0
A049480,오픈베이스,20220816,-35792,35797,0,0,0,0,0,0,0,0,-5,0
A049480,오픈베이스,20220819,-15080,24025,4,4,0,0,0,0,0,-999,-7950,0
A049480,오픈베이스,20220818,-302,5989,0,0,0,0,0,0,0,1,-5688,0
A049480,오픈베이스,20220823,22713,-4478,5,5,0,0,0,0,0,5,-18245,0
A049480,오픈베이스,20220822,1141,17781,3,3,0,0,0,0,0,3,-18928,0
A049480,오픈베이스,20220825,-109755,109556,-5,-5,0,0,0,0,0,9,195,0
A049480,오픈베이스,20220824,-47047,46748,-3,-3,0,0,0,0,0,8,294,0
A049480,오픈베이스,20220826,-52430,52726,0,0,0,0,0,0,0,6,-302,0
A049480,오픈베이스,20220829,-3214,2961,-2,-2,0,0,0,0,0,-97,352,0
A049480,오픈베이스,20220831,-48219,48422,-1,-1,0,0,0,0,0,7,-209,0
A049480,오픈베이스,20220830,-26847,27056,-1,-1,0,0,0,0,0,0,-208,0
A049480,오픈베이스,20220902,58378,-57234,-1,-1,0,0,0,0,0,-970,-173,0
A049480,오픈베이스,20220901,41775,-41958,-1,-1,0,0,0,0,0,211,-27,0
A049480,오픈베이스,20220906,-45709,47060,0,0,0,0,0,0,0,1,-1352,0
